Edge,Family,Rotation,NLL,AIC,BIC
T0_E40,Bicopfamily.student,0,-225.35165705193057,1011.2966858961388,4741.223714967407
T0_E41,Bicopfamily.gumbel,90,-315.79191019596396,828.4161796080721,4553.240709323565
T0_E42,Bicopfamily.gaussian,0,-368.35924976633703,-140.71849953267406,1379.8263084881712
T0_E43,Bicopfamily.student,0,-227.8855929198166,1006.2288141603668,4736.155843231635
T0_E44,Bicopfamily.gumbel,0,-523.009094069498,413.98181186100396,4138.806341576497
T0_E45,Bicopfamily.gumbel,90,-347.9952605507714,764.0094788984572,4488.834008613951
T0_E46,Bicopfamily.gumbel,90,-204.09051462199173,1051.8189707560166,4776.64350047151
T0_E47,Bicopfamily.gumbel,0,-322.6395923312859,814.7208153374282,4539.545345052922
T0_E48,Bicopfamily.gumbel,0,-744.8385414503539,-29.677082900707774,3695.147446814786
T0_E49,Bicopfamily.student,0,-225.32165906449268,1011.3566818710146,4741.2837109422835
T0_E50,Bicopfamily.gumbel,90,-319.38600143299004,821.2279971340199,4546.052526849513
T0_E51,Bicopfamily.student,0,-143.31531135887118,1175.3693772822576,4905.296406353526
T0_E52,Bicopfamily.gumbel,0,-321.75578964850513,816.4884207029897,4541.3129504184835
T0_E53,Bicopfamily.student,0,-417.11074751754654,627.7785049649069,4357.705534036175
T0_E54,Bicopfamily.student,0,-369.7414655213144,722.5170689573712,4452.44409802864
T0_E55,Bicopfamily.gumbel,270,-300.09881534911494,859.8023693017701,4584.626899017264
T0_E56,Bicopfamily.frank,0,-118.79187870778225,-33.58375741556449,486.8711768734497
T0_E57,Bicopfamily.frank,0,-150.07483844450525,-96.1496768890105,424.3052574000037
T0_E58,Bicopfamily.gumbel,180,-216.31897259209416,1027.3620548158117,4752.186584531305
T0_E59,Bicopfamily.gumbel,90,-141.485671480085,1177.02865703983,4901.853186755324
T0_E60,Bicopfamily.student,0,-184.50601487113323,1092.9879702577337,4822.914999329002
