Edge,Family,Rotation,Omega,A,B,Nu,NLL,AIC,BIC
T1_E49,Bicopfamily.clayton,180,-2.830375909805298,-0.2225712090730667,0.9881733059883118,,-6.992933760215115,-7.985867520430229,7.321630546893719
T1_E50,Bicopfamily.student,0,-0.04163214936852455,0.028087645769119263,0.9895089864730835,9.671932220458984,-12.545467775065612,-17.090935550131224,3.319061872967371
T1_E51,Bicopfamily.frank,0,0.16784286499023438,-0.037452854216098785,0.9817615151405334,,-1.0665849589835734,3.866830082032853,19.1743281493568
T1_E52,Bicopfamily.student,0,0.26481005549430847,0.027752043679356575,0.9573930501937866,11.920512199401855,-48.562155299272476,-89.12431059854495,-68.71431317544636
T1_E53,Bicopfamily.frank,0,-0.09762149304151535,0.08113010227680206,0.9928715825080872,,-5.869343803159309,-5.738687606318617,9.56881046100533
T1_E54,Bicopfamily.gumbel,270,-2.254202365875244,0.1549277901649475,0.9582995176315308,,-20.01979876592442,-34.03959753184884,-18.732099464524893
T1_E55,Bicopfamily.student,0,0.06601119041442871,-0.008458174765110016,0.9692270755767822,9.385906219482422,-8.834632098841917,-9.669264197683834,10.740733225414761
T1_E56,Bicopfamily.student,0,0.12282177805900574,0.034168463200330734,0.7779520750045776,15.48895263671875,-12.346401490596582,-16.692802981193164,3.7171944419054306
T1_E57,Bicopfamily.student,0,-0.0942196324467659,0.013541013933718204,0.9840393662452698,11.70053768157959,-6.363915634978866,-4.727831269957733,15.682166153140862
T1_E58,Bicopfamily.frank,0,-0.48501789569854736,0.0381888747215271,0.923693835735321,,-4.047980528423242,-2.095961056846484,13.211537010477464
T1_E59,Bicopfamily.student,0,-0.01804092712700367,0.0033330009318888187,0.9622424244880676,15.48434066772461,0.21168662338790983,8.42337324677582,28.833370669874416
T2_E0,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E1,Bicopfamily.frank,0,0.05034260451793671,0.0198513176292181,0.9726085662841797,,-0.1923703566626096,5.615259286674781,20.92275735399873
T2_E2,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E3,Bicopfamily.gaussian,0,0.00845656730234623,0.0003173663862980902,0.9586684703826904,,-0.04857223993100648,5.902855520137987,21.210353587461935
T2_E4,Bicopfamily.student,0,0.015531301498413086,-0.0029350188560783863,0.9480966329574585,17.75348663330078,-1.2346064278031177,5.530787144393765,25.940784567492358
T2_E5,Bicopfamily.student,0,-0.24395576119422913,-0.01745435781776905,0.9654172658920288,7.476957321166992,-35.51428926313265,-63.028578526265306,-42.61858110316671
T2_E6,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E7,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E8,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E9,Bicopfamily.gumbel,90,-5.2281975746154785,-0.6932450532913208,0.9479833245277405,,-0.9495130003740194,4.100973999251961,19.40847206657591
T2_E10,Bicopfamily.gaussian,0,-0.04430608078837395,0.010853881016373634,0.9096272587776184,,-1.5663455258488141,2.8673089483023717,18.17480701562632
T2_E11,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E12,Bicopfamily.student,0,-0.0657174214720726,0.0062652043998241425,0.9916464686393738,6.286741256713867,-0.5292932979040978,6.941413404191804,27.3514108272904
T2_E13,Bicopfamily.gaussian,0,0.036066822707653046,0.16982021927833557,0.9578157663345337,,-579.5255220739584,-1153.0510441479169,-1137.743546080593
T2_E14,Bicopfamily.student,0,0.03681818023324013,-0.007390225771814585,0.9699193239212036,8.335381507873535,7.040170666078078,22.080341332156156,42.490338755254754
T2_E15,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E16,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E17,Bicopfamily.student,0,0.06281858682632446,0.02700088731944561,0.9894258975982666,8.270061492919922,-30.182677721612563,-52.36535544322513,-31.955358020126532
T2_E18,Bicopfamily.student,0,-0.07669464498758316,-0.007376552559435368,0.9847742319107056,7.129919052124023,8.40092515144636,24.80185030289272,45.21184772599132
T2_E19,Bicopfamily.student,0,-0.019888142123818398,0.004518217872828245,0.951259970664978,23.94999122619629,-1.8738753477742291,4.252249304451542,24.662246727550137
T2_E20,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E21,Bicopfamily.student,0,0.677669107913971,0.03915896266698837,0.9712350964546204,12.212236404418945,-300.5511632902896,-593.1023265805792,-572.6923291574806
T2_E22,Bicopfamily.gumbel,0,-0.7269959449768066,0.3853139579296112,0.9671757221221924,,-595.0945664659693,-1184.1891329319385,-1168.8816348646146
T2_E23,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E24,Bicopfamily.student,0,0.007904848083853722,-0.00483615742996335,0.9667705297470093,24.921222686767578,1.101356641848096,10.202713283696191,30.612710706794786
T2_E25,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E26,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E27,Bicopfamily.student,0,0.0003304974816273898,0.008992942981421947,0.9595361948013306,10.622275352478027,-5.0328579834383165,-2.065715966876633,18.344281456221964
T2_E28,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E29,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E30,Bicopfamily.gaussian,0,-0.11444946378469467,0.0054139140993356705,0.9631788730621338,,-8.342730352486063,-10.685460704972126,4.622037362351822
T2_E31,Bicopfamily.frank,0,-0.19477953016757965,-0.031028902158141136,0.9453312754631042,,-0.8739643003207829,4.252071399358434,19.559569466682383
T2_E32,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E33,Bicopfamily.student,0,-0.006546002812683582,0.04642687737941742,0.9568969011306763,19.63987922668457,-13.100143374707049,-18.200286749414097,2.209710673684498
T2_E34,Bicopfamily.frank,0,2.2944517135620117,0.3215370178222656,0.9713303446769714,,-131.27496463692992,-256.54992927385985,-241.2424312065359
T2_E35,Bicopfamily.gaussian,0,-0.053747303783893585,0.13989496231079102,0.9565199017524719,,-292.1850223131805,-578.370044626361,-563.0625465590371
T2_E36,Bicopfamily.student,0,0.0753832459449768,0.0036866541486233473,0.9720194935798645,10.37955093383789,2.0442133585946234,12.088426717189247,32.49842414028784
T2_E37,Bicopfamily.student,0,-0.19095009565353394,0.11990706622600555,0.9556528329849243,30.80625343322754,-366.29423557320115,-724.5884711464023,-704.1784737233037
T2_E38,Bicopfamily.student,0,-0.025605011731386185,0.12984265387058258,0.9560828804969788,14.12016773223877,-208.59389483935888,-409.18778967871776,-388.77779225561915
T2_E39,Bicopfamily.frank,0,3.5358402729034424,0.12212789058685303,0.998039186000824,,-294.22683148442377,-582.4536629688475,-567.1461649015235
T2_E40,Bicopfamily.student,0,0.22561736404895782,0.10552304238080978,0.9643077850341797,17.879167556762695,-247.28068274161433,-486.56136548322866,-466.15136806013004
T2_E41,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E42,Bicopfamily.gaussian,0,0.03838436305522919,-0.008199680596590042,0.9461145997047424,,-1.5059606268077286,2.988078746384543,18.29557681370849
T2_E43,Bicopfamily.frank,0,-0.423311322927475,-0.10722345113754272,0.9641826748847961,,-4.484985375129381,-2.969970750258762,12.337527317065186
T2_E44,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E45,Bicopfamily.frank,0,-0.3221259117126465,0.05761854350566864,0.8726646900177002,,-1.9980805367015053,2.0038389265969894,17.31133699392094
T2_E46,Bicopfamily.frank,0,0.4003063142299652,0.14027100801467896,0.9745180010795593,,-0.057975142192924656,5.88404971561415,21.1915477829381
T2_E47,Bicopfamily.frank,0,-3.5059125423431396,0.4226442277431488,0.9986836314201355,,-596.3644600326961,-1186.7289200653922,-1171.4214219980684
T2_E48,Bicopfamily.frank,0,-0.23426710069179535,0.21376098692417145,0.8637496829032898,,-3.3365755004204445,-0.673151000840889,14.634347066483059
T2_E49,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E50,Bicopfamily.gumbel,90,-4.7704572677612305,0.2493620663881302,0.9933731555938721,,0.8061714888845916,7.612342977769183,22.919841045093133
T2_E51,Bicopfamily.student,0,0.048285067081451416,0.12986356019973755,0.9560835361480713,8.97567081451416,-215.59360528477924,-423.1872105695585,-402.77721314645987
T2_E52,Bicopfamily.gaussian,0,0.12404855340719223,0.008263657800853252,0.9755290150642395,,-11.149200156047325,-16.29840031209465,-0.9909022447707017
T2_E53,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E54,Bicopfamily.frank,0,-5.395679473876953,0.07188405841588974,0.9953457713127136,,-360.2665576786835,-714.533115357367,-699.225617290043
T2_E55,Bicopfamily.student,0,-0.03738434985280037,0.007055115886032581,0.9804309010505676,7.846478462219238,-1.6363570925067914,4.727285814986417,25.13728323808501
T2_E56,Bicopfamily.frank,0,-0.7102231383323669,-0.06428467482328415,0.9825650453567505,,-9.614459637679278,-13.228919275358557,2.0785787919653913
T2_E57,Bicopfamily.student,0,0.10784915834665298,0.02290639840066433,0.9608931541442871,10.380520820617676,-7.053991835562684,-6.107983671125368,14.302013751973227
T2_E58,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E0,Bicopfamily.gumbel,270,-2.4867942333221436,0.11886723339557648,0.9605339169502258,,-12.321609548570155,-18.64321909714031,-3.335721029816362
T3_E1,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E2,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E3,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E4,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E5,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E6,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E7,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E8,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E9,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E10,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E11,Bicopfamily.student,0,0.05044165998697281,-0.0007986769778653979,0.9795336723327637,6.986699104309082,4.9215573984184315,17.843114796836865,38.25311221993546
T3_E12,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E13,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E14,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E15,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
